rowNumber,title,provider,category,formats,decisionBucket,finalBucket,rightsStatus,licenseTitle,currentProviderUrl,bestMatchScore,roiGroup,targetIds,recommendedDecision,caveat
60,Gaeltacht Boundaries Generalised 100m - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,probable-variant-or-source-enrichment,remap-tailte-government-boundary-family,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gaeltacht-boundaries-generalised-100m-national-administrative-boundaries-20151,0.47,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,"Review for target-family remap, then approve only as source-family evidence for the correct government/election boundary family.",Do not attach these broadly to counties or historic boundary maps just because Tailte/OSI is authoritative.
61,Gaeltacht Boundaries Generalised 20m - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,probable-variant-or-source-enrichment,remap-tailte-government-boundary-family,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gaeltacht-boundaries-generalised-20m-national-administrative-boundaries-20151,0.47,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,"Review for target-family remap, then approve only as source-family evidence for the correct government/election boundary family.",Do not attach these broadly to counties or historic boundary maps just because Tailte/OSI is authoritative.
62,Gaeltacht Boundaries Generalised 50m - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,probable-variant-or-source-enrichment,remap-tailte-government-boundary-family,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gaeltacht-boundaries-generalised-50m-national-administrative-boundaries-20151,0.47,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,"Review for target-family remap, then approve only as source-family evidence for the correct government/election boundary family.",Do not attach these broadly to counties or historic boundary maps just because Tailte/OSI is authoritative.
63,Gaeltacht Boundaries Ungeneralised - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,probable-variant-or-source-enrichment,remap-tailte-government-boundary-family,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gaeltacht-boundaries-ungeneralised-national-administrative-boundaries-20151,0.50,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,"Review for target-family remap, then approve only as source-family evidence for the correct government/election boundary family.",Do not attach these broadly to counties or historic boundary maps just because Tailte/OSI is authoritative.
64,Gaeltacht Language Planning Area Boundaries Generalised 100m - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gaeltacht-language-planning-area-boundaries-generalised-100m-national-administrative-bound-20151,0.37,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
65,Gaeltacht Language Planning Area Boundaries Generalised 20m - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gaeltacht-language-planning-area-boundaries-generalised-20m-national-administrative-bounda-20151,0.37,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
66,Gaeltacht Language Planning Area Boundaries Generalised 50m - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gaeltacht-language-planning-area-boundaries-generalised-50m-national-administrative-bounda-20151,0.37,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
67,Gaeltacht Language Planning Area Boundaries Ungeneralised - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gaeltacht-language-planning-area-boundaries-ungeneralised-national-administrative-boundari-20151,0.39,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
68,Gaeltacht Language Planning Areas - National Administrative Boundaries - Ungen. - 2024,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gaeltacht-language-planning-areas-national-administrative-boundaries-ungen-20241,0.41,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
69,Gaeltacht Language Planning Areas - National Administrative Boundaries - Ungeneralised - 2026,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/gaeltacht-language-planning-areas-national-administrative-boundaries-ungeneralised-2026,0.44,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
71,Local Electoral Areas - National Statutory Boundaries - 2019 - Generalised 20m,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,probable-variant-or-source-enrichment,remap-tailte-government-boundary-family,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/local-electoral-areas-national-statutory-boundaries-2019-generalised-20m1,0.53,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,"Review for target-family remap, then approve only as source-family evidence for the correct government/election boundary family.",Do not attach these broadly to counties or historic boundary maps just because Tailte/OSI is authoritative.
72,Local Electoral Areas - National Statutory Boundaries - Ungeneralised - 2024,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,probable-variant-or-source-enrichment,remap-tailte-government-boundary-family,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/local-electoral-areas-national-statutory-boundaries-ungeneralised-20241,0.50,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,"Review for target-family remap, then approve only as source-family evidence for the correct government/election boundary family.",Do not attach these broadly to counties or historic boundary maps just because Tailte/OSI is authoritative.
73,Local Electoral Areas - National Statutory Boundaries - Ungeneralised 2026,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,probable-variant-or-source-enrichment,remap-tailte-government-boundary-family,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/local-electoral-areas-national-statutory-boundaries-ungeneralised-2026,0.53,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,"Review for target-family remap, then approve only as source-family evidence for the correct government/election boundary family.",Do not attach these broadly to counties or historic boundary maps just because Tailte/OSI is authoritative.
74,Local Electoral Areas Boundaries Generalised 100m - National Administrative boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/local-electoral-areas-boundaries-generalised-100m-national-administrative-boundaries-20151,0.44,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
75,Local Electoral Areas Boundaries Generalised 20m - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/local-electoral-areas-boundaries-generalised-20m-national-administrative-boundaries-20151,0.44,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
76,Local Electoral Areas Boundaries Generalised 50m - National Administrative Boundaries - 2015,Tailte/OSI/data.gov.ie,spatial,ARCGIS GEOSERVICES REST API|CSV|GDB|GEOJSON|GPKG|HTML|KML|TXT|XLSX|ZIP,hold-low-confidence-variant-review,hold-low-confidence-variant-review,standard-open-licence-confirmed,Creative Commons Attribution 4.0,https://data.gov.ie/dataset/local-electoral-areas-boundaries-generalised-50m-national-administrative-boundaries-20151,0.44,3. Authoritative boundary variants from Tailte/OSI/Open Data NI/NISRA,database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,Hold. Evidence is too weak for public source/provenance enrichment without row-level confirmation.,"Low match confidence means this may be a neighbouring topic, variant, or false positive."
